,0
2497,16943
2498,15155
2499,8872
2500,12007
2501,24087
2502,10747
2503,2796
2504,1865
2505,13965
2506,2796
2507,10877
2508,9616
2509,29124
2510,14292
2511,7485
2512,35001
2513,14829
2514,16662
2515,15507
2516,19838
2517,2784
2518,19477
2519,14411
2520,2959
2521,15563
2522,22135
2523,10840
2524,16745
2525,14567
2526,24536
2527,21811
2528,11078
2529,16999
2530,15485
2531,12085
2532,22531
2533,18961
2534,15859
2535,18395
2536,12565
2537,14027
2538,16310
2539,16148
2540,42762
2541,34361
2542,23580
2543,38557
2544,13086
2545,31728
2546,29075
2547,33785
2548,19879
2549,25737
2550,16902
2551,51120
2552,15452
2553,9756
2554,9519
2555,20515
2556,18541
2557,33700
2558,11934
2559,28557
2560,12671
2561,9001
2562,13105
2563,25517
2564,17867
2565,1314
2566,1053
2567,7193
2568,14211
2569,11954
2570,18125
2571,18330
2572,18132
2573,16536
2574,17548
2575,21241
2576,25070
2577,18470
2578,22383
2579,3888
2580,11477
2581,17034
2582,16736
2583,21973
2584,24166
2585,20174
2586,21748
2587,9194
2588,19891
2589,6826
2590,14358
2591,17672
2592,19967
2593,4736
2594,29896
2595,20487
2596,5321
2597,12223
2598,6921
2599,6116
2600,12840
2601,12112
2602,9189
2603,10849
2604,4583
2605,7624
2606,10002
2607,7281
2608,7794
2609,6193
2610,11595
2611,22134
2612,20674
2613,11765
2614,9546
2615,2923
2616,13809
2617,13000
2618,15318
2619,5006
2620,17173
2621,7705
2622,18452
2623,13809
2624,8497
2625,18184
2626,28140
2627,10738
2628,5684
2629,6170
2630,15688
2631,22411
2632,9495
2633,9567
2634,11095
2635,5183
2636,17218
2637,18365
2638,24829
2639,21180
2640,19900
2641,19222
2642,10333
2643,13455
2644,10596
2645,2568
2646,15386
2647,7328
2648,4459
2649,13624
2650,10459
2651,13725
2652,9666
2653,18245
2654,10364
2655,14130
2656,27988
2657,4718
2658,4486
2659,11677
2660,9742
2661,12610
2662,10187
2663,11738
2664,12220
2665,4784
2666,14821
2667,19385
2668,6456
2669,2193
2670,20634
2671,17702
2672,30332
2673,16426
2674,13432
2675,22132
2676,33233
2677,21154
2678,18468
2679,17618
2680,13195
2681,12584
2682,1542
2683,2837
2684,23956
2685,2800
2686,3524
2687,5508
2688,3963
2689,30375
2690,14275
2691,5399
2692,10233
2693,8095
2694,19005
2695,11988
2696,18034
2697,11930
2698,10955
2699,5749
2700,12259
2701,14456
2702,12468
2703,20791
2704,21287
2705,12493
2706,3862
2707,17007
2708,13664
2709,14742
2710,8623
2711,1833
2712,13431
2713,14628
2714,6652
2715,11896
2716,11851
2717,36259
2718,12266
2719,15465
2720,7178
2721,11637
2722,5247
2723,10679
2724,14526
2725,3505
2726,11370
2727,7446
2728,13538
2729,11483
2730,31857
2731,6369
2732,12703
2733,9642
2734,13694
2735,19030
2736,16321
2737,12600
2738,9411
2739,16661
2740,16101
2741,15251
2742,11111
2743,5673
2744,19522
2745,8074
2746,5578
2747,13677
2748,12393
2749,12960
2750,33128
2751,25054
2752,31481
2753,22924
2754,17262
2755,29024
2756,17485
2757,13307
2758,16825
2759,6512
2760,6308
2761,14402
2762,21278
2763,8437
2764,4968
2765,4082
2766,8133
2767,23743
2768,8268
2769,6066
2770,16285
2771,18731
2772,16381
2773,12198
2774,16184
2775,23511
2776,19540
2777,6959
2778,14446
2779,17362
2780,14704
2781,10231
2782,12241
2783,8309
2784,12303
2785,17722
2786,17177
2787,11441
2788,13984
2789,14500
2790,6127
2791,3975
2792,37157
2793,14772
2794,15339
2795,16531
2796,29494
2797,20021
2798,5878
2799,10060
2800,41674
2801,17879
2802,41117
2803,15020
2804,22693
2805,19360
2806,12094
2807,15927
2808,13684
2809,15313
2810,10949
2811,11905
2812,8525
2813,5153
2814,11486
2815,24326
2816,18568
2817,18568
2818,19746
2819,4430
2820,8608
2821,21612
2822,8801
2823,52517
2824,10893
2825,11437
2826,14207
2827,22849
2828,12349
2829,20688
2830,10213
2831,7869
2832,10080
2833,15055
2834,15024
2835,8380
2836,21073
2837,11075
2838,6326
2839,10077
2840,25823
2841,13592
2842,13146
2843,22688
2844,14841
2845,13536
2846,23315
2847,18550
2848,13592
2849,24689
2850,17571
2851,15316
2852,14685
2853,15462
2854,14741
2855,18656
2856,11785
2857,4918
2858,19121
2859,11785
2860,17561
2861,16569
2862,20469
2863,4801
2864,18180
2865,5704
2866,16784
2867,10148
2868,6538
2869,19740
2870,4509
2871,10719
2872,13407
2873,8125
2874,4109
2875,9872
2876,12182
2877,13961
2878,4216
2879,19159
2880,10083
2881,15612
2882,13865
2883,13642
2884,12221
2885,5962
2886,12235
2887,21598
2888,8604
2889,25141
2890,17793
2891,10733
2892,17431
2893,930
2894,4866
2895,9984
2896,8829
2897,2363
2898,9495
2899,15042
2900,14674
2901,11616
2902,6765
2903,21855
2904,2281
2905,15889
2906,13849
2907,8899
2908,1177
2909,19903
2910,27084
2911,7050
2912,15238
2913,22525
2914,14482
2915,12348
2916,4686
2917,22634
2918,14688
2919,12540
2920,7928
2921,8830
2922,4042
2923,18980
2924,21330
2925,8290
2926,24377
2927,12706
2928,17831
2929,9418
2930,6839
2931,52512
2932,15035
2933,24188
2934,38060
2935,22022
2936,15856
2937,33554
2938,16765
2939,12600
2940,14188
2941,4279
2942,6207
2943,1162
2944,6145
2945,8416
2946,9637
2947,14188
2948,9129
2949,5954
2950,21060
2951,3855
2952,22489
2953,15890
2954,16413
2955,16959
2956,14807
2957,21367
2958,11610
2959,19907
2960,21431
2961,34414
2962,29830
2963,35447
2964,30415
2965,22313
2966,19000
2967,23652
2968,32547
2969,15127
2970,16019
2971,15501
2972,15265
2973,13957
2974,5582
2975,17863
2976,18941
2977,26938
2978,2243
2979,12261
2980,35896
2981,14323
2982,15621
2983,67758
2984,25994
2985,12299
2986,25595
2987,17789
2988,20696
2989,26489
2990,17610
2991,9584
2992,9151
2993,7853
2994,10482
2995,13372
2996,13072
2997,14070
2998,20054
2999,30665
3000,9454
3001,18683
3002,9824
3003,10417
3004,15798
3005,14827
3006,5179
3007,10953
3008,15371
3009,7151
3010,38250
3011,19388
3012,14586
3013,13723
3014,17384
3015,23827
3016,11166
3017,10257
3018,24300
3019,22140
3020,5115
3021,14292
3022,15597
3023,5945
3024,14972
3025,24176
3026,17632
3027,19126
3028,14736
3029,22206
3030,11662
3031,11958
3032,18409
3033,5606
3034,12958
3035,19394
3036,4893
3037,3801
3038,8135
3039,12441
3040,2193
3041,11269
3042,18220
3043,7186
3044,1830
3045,9918
3046,10369
3047,7404
3048,2522
3049,5314
3050,8653
3051,18237
3052,4613
3053,17387
3054,9858
3055,19740
3056,16801
3057,20382
3058,12539
3059,19209
3060,18572
3061,9162
3062,18491
3063,16194
3064,23538
3065,9063
3066,14344
3067,39004
3068,17481
3069,11676
3070,26272
3071,11057
3072,16541
3073,7830
3074,2381
3075,30402
3076,9151
3077,13294
3078,26272
3079,2660
3080,3856
3081,9825
3082,4732
3083,11880
3084,7400
3085,10765
3086,9825
3087,17445
3088,14541
3089,13162
3090,21166
3091,7829
3092,9139
3093,2904
3094,17336
3095,20813
3096,19314
3097,18569
3098,21984
3099,4940
3100,9965
3101,7271
3102,6273
3103,11085
3104,8914
3105,16309
3106,15537
3107,8057
3108,8406
3109,5865
3110,3961
3111,19658
3112,16861
3113,9620
3114,3961
3115,8678
3116,11387
3117,7393
3118,13147
3119,18732
3120,46429
3121,24409
3122,9180
3123,24409
3124,16647
3125,7829
3126,7215
3127,7741
3128,19080
3129,20400
3130,14766
3131,27041
3132,10262
3133,11266
3134,17116
3135,4062
3136,5363
3137,15367
3138,18066
3139,4219
3140,10464
3141,23760
3142,10978
3143,11277
3144,25718
3145,8353
3146,11077
3147,23970
3148,26640
3149,14220
3150,18763
3151,5435
3152,11817
3153,16631
3154,4768
3155,13625
3156,4061
3157,8987
3158,23703
3159,21615
3160,7376
3161,16852
3162,8296
3163,13393
3164,27539
3165,1538
3166,6985
3167,15591
3168,10471
3169,13893
3170,4059
3171,15628
3172,7522
3173,7522
3174,5821
3175,10625
3176,14296
3177,5677
3178,33740
3179,13930
3180,5569
3181,13804
3182,18068
3183,6896
3184,17135
3185,11657
3186,12337
3187,13267
3188,21571
3189,8140
3190,2076
3191,13844
3192,12718
3193,13815
3194,2698
3195,2704
3196,10483
3197,29199
3198,12686
3199,11867
3200,17753
3201,14979
3202,8640
3203,23061
3204,10889
3205,11896
3206,8566
3207,7282
3208,11716
3209,13569
3210,14175
3211,12379
3212,7057
3213,14450
3214,20351
3215,36083
3216,13754
3217,15135
3218,6370
3219,53298
3220,9872
3221,16343
3222,7620
3223,11765
3224,19228
3225,18009
3226,24426
3227,5958
3228,17231
3229,16783
3230,6170
3231,13458
3232,12672
3233,12340
3234,18651
3235,12514
3236,5203
3237,19906
3238,8365
3239,14149
3240,28201
3241,13986
3242,9038
3243,15465
3244,14018
3245,7327
3246,16002
3247,16638
3248,19774
3249,22360
3250,20836
3251,19810
3252,12702
3253,24990
3254,15760
3255,14083
3256,16957
3257,6336
3258,17200
3259,11867
3260,14900
3261,16736
3262,9502
3263,10468
3264,17160
3265,44503
3266,11322
3267,13737
3268,41508
3269,24755
3270,2738
3271,18600
3272,20558
3273,12941
3274,18663
3275,10331
3276,10331
3277,6909
3278,16667
3279,5390
3280,16832
3281,12514
3282,13760
3283,17179
3284,11323
3285,2716
3286,7263
3287,16451
3288,10794
3289,9232
3290,12505
3291,18146
3292,18232
3293,13960
3294,16331
3295,14697
3296,12936
3297,11847
3298,12016
3299,15697
3300,14261
3301,9137
3302,10610
3303,13834
3304,8235
3305,10281
3306,2179
3307,18034
3308,18666
3309,16211
3310,5718
3311,18152
3312,13953
3313,7039
3314,12840
3315,20372
3316,12233
3317,4373
3318,7439
3319,25658
3320,15185
3321,16294
3322,5643
3323,11146
3324,7626
3325,10786
3326,21038
3327,15553
3328,11922
3329,7459
3330,15608
3331,10902
3332,15518
3333,22728
3334,15351
3335,25141
3336,10143
3337,12826
3338,15336
3339,18653
3340,17682
3341,19773
3342,45049
3343,23243
3344,13429
3345,7124
3346,21547
3347,15914
3348,7124
3349,24754
3350,62168
3351,36977
3352,37105
3353,26360
3354,12833
3355,33833
3356,18241
3357,39956
3358,22150
3359,12648
3360,16858
3361,20086
3362,17917
3363,13856
3364,10469
3365,18895
3366,12532
3367,17917
3368,20177
3369,15629
3370,28143
3371,8502
3372,14813
3373,11610
3374,14347
3375,32670
3376,22800
3377,31429
3378,33081
3379,21721
3380,21432
3381,8437
3382,8639
3383,11360
3384,2406
3385,12266
3386,14312
3387,9014
3388,17145
3389,12192
3390,21027
3391,8770
3392,27856
3393,10601
3394,17102
3395,11143
3396,8629
3397,7402
3398,29625
3399,24067
3400,42675
3401,8627
3402,7735
3403,7571
3404,1429
3405,18663
3406,8644
3407,5818
3408,21959
3409,15867
3410,13827
3411,19098
3412,14069
3413,21331
3414,28949
3415,21679
3416,3686
3417,16937
3418,41583
3419,28949
3420,10712
3421,11470
3422,10551
3423,12562
3424,27822
3425,5322
3426,19326
3427,19915
3428,3490
3429,8212
3430,7754
3431,12652
3432,15478
3433,5024
3434,6476
3435,9468
3436,12614
3437,17833
3438,5760
3439,7856
3440,13195
3441,9204
3442,13239
3443,8481
3444,8122
3445,5923
3446,10345
3447,25375
3448,2267
3449,16203
3450,8772
3451,6780
3452,7084
3453,3675
3454,21087
3455,20972
3456,6058
3457,5960
3458,6125
3459,4736
3460,5458
3461,10491
3462,15836
3463,22818
3464,7275
3465,15649
3466,17727
3467,12842
3468,37999
3469,13180
3470,11233
3471,21076
3472,22874
3473,10515
3474,16852
3475,25944
3476,14369
3477,8184
3478,11596
3479,6030
3480,14915
3481,12393
3482,22304
3483,7589
3484,14926
3485,16078
3486,13558
3487,19721
3488,17986
3489,5832
3490,12175
3491,9628
3492,5943
3493,11122
3494,7334
3495,18730
3496,5460
3497,9408
3498,11462
3499,9575
3500,6481
3501,15704
3502,13814
3503,6943
3504,11194
3505,11907
3506,2468
3507,16188
3508,8228
3509,14907
3510,18819
3511,18091
3512,8168
3513,12809
3514,6262
3515,25500
3516,11142
3517,9814
3518,8695
3519,10855
3520,10262
3521,17980
3522,17942
3523,4864
3524,19798
3525,15800
3526,10987
3527,31640
3528,7257
3529,10171
3530,14126
3531,20043
3532,17020
3533,33126
3534,18958
3535,23771
3536,25316
3537,99798
3538,24763
3539,18958
3540,46336
3541,17981
3542,25268
3543,23832
3544,19353
3545,5489
3546,16738
3547,11707
3548,19210
3549,10019
3550,20046
3551,23989
3552,13033
3553,20921
3554,11035
3555,10399
3556,15550
3557,15355
3558,18283
3559,23937
3560,17976
3561,9365
3562,6570
3563,7834
3564,22656
3565,4819
3566,11309
3567,19820
3568,17267
3569,8391
3570,40082
3571,7544
3572,25235
3573,17119
3574,26441
3575,22341
3576,16176
3577,13804
3578,28285
3579,10334
3580,26086
3581,7140
3582,10090
3583,11245
3584,12440
3585,8789
3586,13716
3587,20127
3588,10108
3589,7140
3590,6119
3591,7919
3592,9597
3593,3260
3594,18954
3595,17774
3596,15712
3597,14036
3598,7093
3599,14695
3600,35486
3601,7997
3602,11239
3603,3874
3604,16893
3605,9288
3606,18172
3607,11033
3608,17048
3609,15135
3610,9628
3611,12494
3612,2268
3613,9335
3614,11677
3615,12855
3616,14348
3617,10557
3618,21612
3619,5488
3620,16987
3621,16302
3622,13488
3623,14778
3624,13408
3625,5870
3626,28185
3627,21912
3628,11839
3629,24562
3630,8083
3631,36872
3632,4235
3633,8443
3634,13577
3635,12839
3636,4571
3637,14814
3638,11156
3639,7123
3640,21866
3641,16102
3642,6001
3643,21970
3644,7397
3645,7657
3646,8673
3647,19342
3648,8085
3649,6575
3650,3129
3651,16829
3652,12880
3653,7642
3654,2335
3655,12200
3656,13972
3657,13733
3658,9325
3659,6373
3660,11991
3661,22981
3662,11830
3663,15113
3664,7062
3665,6851
3666,15564
3667,8700
3668,17970
3669,9954
3670,10002
3671,14398
3672,6152
3673,24540
3674,11388
3675,4381
3676,10675
3677,14167
3678,7084
3679,21247
3680,18911
3681,29755
3682,9241
3683,21292
3684,12202
3685,12267
3686,7740
3687,8809
3688,11328
3689,10025
3690,19496
3691,10019
3692,8633
3693,3645
3694,9859
3695,12311
3696,15526
3697,10687
3698,10708
3699,7344
3700,11342
3701,5465
3702,7292
3703,16734
3704,11668
3705,10117
3706,9703
3707,16813
3708,6855
3709,7234
3710,16582
3711,5203
3712,23121
3713,14411
3714,12800
3715,16412
3716,12758
3717,15902
3718,15430
3719,16384
3720,9707
3721,10637
3722,10921
3723,14186
3724,5955
3725,12835
3726,4722
3727,4396
3728,6974
3729,17890
3730,19971
3731,11530
3732,11879
3733,13155
3734,16267
3735,14124
3736,1075
3737,14154
3738,2762
3739,11023
3740,10337
3741,22363
3742,13161
3743,28149
3744,10352
3745,10971
3746,2489
3747,6787
3748,13481
3749,14553
3750,5081
3751,5639
3752,37623
3753,12150
3754,7799
3755,7799
3756,14055
3757,7498
3758,3534
3759,7903
3760,12834
3761,5301
3762,7378
3763,10643
3764,4589
3765,6416
3766,30383
3767,13541
3768,21169
3769,10334
3770,15995
3771,13062
3772,24946
3773,13360
3774,16749
3775,10053
3776,10297
3777,7113
3778,7469
3779,14628
3780,8701
3781,28790
3782,16149
3783,9683
3784,5315
3785,31829
3786,13288
3787,16461
3788,16825
3789,20075
3790,14916
3791,13132
3792,14456
3793,12323
3794,8396
3795,3074
3796,11661
3797,9035
3798,15037
3799,19658
3800,17335
3801,9491
3802,17558
3803,15375
3804,12157
3805,2600
3806,8421
3807,18548
3808,13691
3809,19574
3810,10860
3811,16403
3812,13786
3813,15952
3814,16303
3815,14671
3816,13994
3817,12299
3818,16619
3819,14075
3820,15358
3821,20318
3822,18526
3823,9351
3824,3083
3825,7760
3826,33270
3827,4071
3828,2436
3829,8964
3830,19228
3831,5762
3832,8400
3833,44252
3834,16749
3835,14324
3836,5925
3837,21122
3838,32328
3839,17277
3840,24955
3841,18479
3842,22647
3843,17337
3844,19049
3845,3486
3846,20485
3847,17209
3848,16180
3849,11107
3850,7099
3851,27741
3852,17506
3853,11327
3854,16301
3855,12824
3856,11303
3857,14294
3858,9925
3859,12390
3860,9465
3861,7525
3862,9736
3863,31290
3864,4701
3865,25198
3866,11754
3867,24547
3868,27052
3869,37779
3870,10023
3871,24146
3872,12311
3873,24458
3874,20034
3875,21421
3876,22327
3877,14531
3878,19785
3879,17249
3880,4240
3881,13883
3882,15245
3883,23554
3884,20937
3885,8425
3886,6832
3887,28083
3888,16614
3889,14570
3890,12691
3891,10357
3892,1056
3893,5687
3894,7798
3895,13812
3896,8964
3897,15561
3898,4682
3899,24754
3900,6105
3901,18839
3902,13673
3903,17998
3904,10282
3905,17883
3906,20985
3907,21116
3908,16609
3909,11480
3910,9141
3911,17931
3912,27740
3913,5349
3914,12660
3915,10132
3916,4872
3917,11168
3918,12084
3919,6180
3920,6924
3921,17002
3922,18979
3923,9997
3924,4598
3925,10458
3926,9972
3927,3732
3928,22678
3929,10746
3930,16541
3931,12217
3932,14274
3933,24762
3934,19701
3935,8551
3936,11022
3937,13076
3938,2668
3939,28080
3940,5276
3941,10637
3942,2150
3943,4423
3944,5941
3945,13169
3946,15961
3947,4771
3948,16708
3949,10226
3950,28784
3951,13061
3952,10661
3953,4568
3954,26133
3955,18374
3956,18250
3957,13148
3958,12412
3959,9366
3960,11422
3961,29847
3962,20111
3963,17536
3964,16564
3965,17884
3966,17430
3967,21721
3968,20932
3969,20111
3970,7337
3971,22269
3972,15282
3973,12982
3974,18225
3975,22568
3976,8167
3977,19255
3978,23531
3979,7532
3980,10474
3981,20953
3982,23391
3983,21273
3984,24176
3985,14298
3986,22253
3987,23391
3988,13390
3989,97910
3990,7518
3991,3040
3992,25125
3993,21193
3994,14148
3995,9428
3996,29404
3997,8304
3998,27302
3999,26863
4000,11440
4001,12205
4002,13090
4003,25554
4004,4624
4005,14796
4006,5437
4007,5062
4008,12732
4009,22019
4010,12993
4011,10476
4012,25028
4013,11564
4014,15912
4015,22169
4016,11762
4017,5740
4018,17702
4019,4209
4020,11090
4021,7932
4022,2816
4023,13291
4024,20164
4025,16006
4026,21750
4027,5478
4028,6479
4029,8066
4030,9408
4031,19320
4032,9989
4033,15109
4034,11328
4035,8691
4036,4815
4037,23960
4038,24534
4039,8217
4040,14909
4041,7831
4042,8941
4043,18171
4044,7436
4045,13249
4046,15723
4047,9622
4048,7691
4049,20737
4050,3752
4051,28859
4052,5146
4053,9903
4054,10830
4055,5371
4056,13028
4057,23946
4058,1071
4059,14116
4060,25250
4061,8884
4062,13681
4063,13270
4064,15861
4065,8832
4066,9916
4067,9845
4068,9682
4069,12737
4070,12142
4071,1585
4072,6770
4073,15418
4074,9204
4075,25583
4076,13281
4077,15134
4078,22810
4079,13186
4080,20979
4081,29078
4082,25128
4083,6679
4084,15968
4085,19471
4086,35569
4087,17256
4088,13062
4089,22142
4090,20699
4091,16211
4092,11554
4093,7152
4094,19891
4095,16521
4096,9023
4097,9890
4098,16791
4099,10790
4100,18436
4101,21780
4102,12448
4103,8707
4104,14888
4105,24166
4106,7425
4107,17394
4108,15878
4109,12378
4110,6214
4111,6850
4112,17240
4113,28642
4114,12567
4115,7472
4116,6023
4117,8621
4118,11081
4119,15053
4120,3155
4121,2322
4122,5662
4123,2518
4124,7790
4125,13447
4126,26678
4127,2716
4128,13775
4129,6651
4130,48884
4131,93926
4132,69831
4133,41217
4134,96074
4135,62459
4136,16306
4137,46815
4138,29749
4139,11000
4140,10109
4141,26434
4142,14407
4143,26815
4144,18360
4145,10015
4146,19380
4147,3434
4148,26373
4149,13330
4150,10791
4151,6351
4152,28493
4153,34248
4154,25757
4155,15075
4156,13317
4157,37004
4158,4141
4159,6548
4160,11818
4161,21912
4162,6898
4163,30683
4164,8624
4165,10463
4166,21768
4167,13440
4168,12475
4169,14462
4170,8961
4171,19251
4172,19173
4173,7564
4174,4358
4175,18602
4176,21932
4177,11428
4178,6006
4179,10870
4180,9728
4181,12442
4182,11558
4183,5317
4184,6597
4185,5766
4186,4186
4187,11364
4188,13659
4189,24454
4190,16355
4191,8578
4192,15116
4193,12558
4194,1877
4195,9799
4196,5570
4197,5030
4198,11032
4199,3243
4200,32619
4201,14142
4202,11743
4203,18229
4204,11148
4205,14920
4206,4736
4207,14899
4208,26586
4209,9927
4210,14943
4211,12648
4212,15368
4213,22457
4214,9325
4215,18841
4216,11624
4217,30889
4218,26043
4219,5814
4220,8982
4221,6210
4222,12259
4223,12423
4224,18708
4225,9737
4226,13692
4227,4039
4228,12762
4229,14099
4230,19124
4231,9900
4232,8024
4233,4065
4234,24022
4235,14791
4236,11650
4237,9103
4238,12519
4239,12678
4240,15715
4241,7971
4242,17385
4243,4458
4244,13103
4245,10104
4246,18375
4247,14434
4248,4379
4249,11933
4250,22943
4251,9599
4252,14539
4253,23813
4254,14911
4255,8040
4256,17917
4257,6551
4258,10929
4259,14450
4260,9018
4261,11491
4262,16672
4263,24364
4264,25481
4265,16717
4266,9168
4267,7159
4268,26893
4269,12679
4270,1525
4271,12437
4272,11414
4273,10429
4274,13172
4275,7531
4276,12650
4277,21286
4278,3303
4279,19388
4280,13170
4281,12091
4282,16022
4283,19253
4284,5302
4285,7507
4286,14522
4287,5405
4288,19255
4289,18529
4290,10029
4291,7457
4292,4960
4293,2831
4294,9944
4295,4297
4296,9757
4297,9757
4298,4865
4299,12228
4300,16516
4301,9246
4302,15121
4303,12799
4304,10656
4305,9413
4306,12417
4307,12001
4308,3935
4309,14696
4310,6803
4311,15399
4312,9843
4313,11629
4314,12429
4315,2741
4316,10027
4317,6652
4318,18747
4319,20078
4320,25020
4321,17116
4322,15025
4323,21273
4324,12333
4325,14303
4326,12259
4327,3848
4328,7098
4329,11721
4330,6796
4331,14866
4332,15805
4333,17746
4334,25546
4335,7808
4336,6705
4337,11548
4338,16311
4339,15765
4340,10621
4341,13468
4342,13872
4343,11922
4344,9347
4345,13942
4346,21878
4347,10206
4348,6806
4349,6680
4350,8945
4351,15856
4352,17696
4353,13742
4354,11862
4355,3193
4356,12823
4357,21897
4358,4192
4359,18035
4360,4373
4361,16276
4362,9592
4363,18713
4364,16020
4365,15245
4366,7236
4367,8882
4368,30595
4369,11230
4370,13969
4371,17299
4372,9091
4373,5241
4374,22826
4375,17649
4376,4330
4377,9521
4378,5857
4379,15287
4380,16424
4381,18113
4382,12082
4383,19941
4384,16424
4385,17088
4386,5721
4387,14150
4388,16498
4389,5699
4390,24716
4391,11840
4392,11052
4393,12776
4394,1670
4395,25153
4396,14588
4397,9245
4398,8740
4399,11940
4400,7802
4401,9125
4402,6014
4403,11291
4404,9998
4405,11354
4406,16563
4407,4206
4408,16372
4409,16996
4410,7245
4411,11001
4412,14380
4413,7998
4414,23759
4415,8210
4416,10946
4417,12527
4418,16632
4419,16179
4420,25098
4421,22621
4422,29023
4423,14839
4424,9086
4425,23888
4426,11136
4427,5832
4428,4571
4429,25098
4430,11724
4431,24224
4432,8986
4433,15690
4434,10855
4435,13229
4436,4103
4437,12174
4438,20798
4439,26711
4440,13326
4441,12901
4442,29551
4443,11672
4444,13837
4445,28677
4446,17087
4447,17059
4448,15048
4449,25841
4450,21495
4451,15700
4452,11285
4453,19481
4454,11296
4455,17133
4456,23244
4457,17690
4458,19336
4459,7799
4460,14027
4461,2539
4462,11946
4463,16764
4464,14104
4465,4293
4466,12218
4467,15119
4468,10531
4469,21882
4470,18913
4471,14989
4472,9947
4473,9934
4474,24198
4475,16663
4476,4690
4477,17209
4478,14205
4479,13889
4480,7266
4481,18470
4482,16331
4483,4033
4484,9324
4485,8581
4486,4047
4487,7266
4488,11243
4489,8842
4490,9472
4491,19802
4492,20776
4493,7534
4494,19975
4495,18890
4496,27170
4497,4227
4498,23782
4499,22916
4500,23355
4501,12786
4502,14555
4503,18233
4504,9589
4505,39653
4506,6204
4507,10545
4508,11656
4509,23567
4510,11508
4511,8120
4512,7299
4513,5548
4514,14997
4515,8441
4516,13559
4517,13147
4518,9340
4519,12201
4520,17698
4521,24990
4522,9560
4523,8522
4524,21687
4525,3722
4526,27639
4527,20166
4528,22186
4529,9791
4530,9819
4531,12172
4532,10265
4533,10605
4534,27477
4535,19469
4536,9661
4537,13774
4538,20750
4539,9411
4540,9214
4541,9654
4542,7646
4543,1976
4544,10625
4545,10654
4546,10457
4547,2913
4548,8611
4549,8611
4550,12089
4551,6583
4552,14654
4553,11895
4554,9590
4555,6567
4556,16700
4557,7289
4558,18642
4559,17964
4560,8660
4561,13594
4562,15272
4563,22473
4564,12457
4565,6739
4566,6839
4567,10798
4568,16089
4569,9353
4570,29143
4571,11898
4572,10652
4573,14863
4574,17351
4575,15102
4576,11437
4577,12717
4578,11416
4579,24442
4580,9240
4581,14646
4582,19662
4583,12685
4584,14941
4585,6316
4586,6583
4587,13587
4588,9078
4589,17296
4590,1996
4591,17332
4592,9230
4593,12342
4594,17332
4595,14119
4596,4027
4597,9074
4598,16301
4599,4986
4600,21816
4601,14579
4602,25100
4603,15760
4604,13589
4605,35074
4606,27766
4607,7614
4608,12545
4609,11236
4610,23836
4611,5435
4612,21060
4613,26516
4614,14588
4615,18169
4616,15172
4617,17911
4618,13848
4619,19628
4620,11466
4621,13253
4622,14919
4623,11466
4624,17241
4625,39446
4626,18874
4627,18795
4628,21690
4629,18910
4630,31944
4631,22055
4632,28057
4633,21900
4634,33753
4635,22987
4636,3874
4637,2482
4638,16745
4639,24628
4640,3727
4641,25185
4642,16730
4643,18761
4644,20801
4645,15029
4646,22624
4647,6743
4648,47543
4649,18681
4650,20937
4651,6745
4652,10958
4653,12480
4654,8521
4655,4279
4656,15282
4657,25040
4658,16533
4659,20706
4660,22605
4661,16534
4662,20008
4663,8787
4664,17138
4665,5928
4666,21058
4667,2210
4668,20047
4669,7588
4670,4935
4671,19975
4672,18331
4673,712
4674,17085
4675,11011
4676,4972
4677,23954
4678,3905
4679,27076
4680,4509
4681,10619
4682,10447
4683,15129
4684,4179
4685,7754
4686,5328
4687,8288
4688,5528
4689,5259
4690,9729
4691,7461
4692,29933
4693,17337
4694,2524
4695,5754
4696,10167
4697,10947
4698,7303
4699,10509
4700,2067
4701,22594
4702,13827
4703,10310
4704,14775
4705,8793
4706,12800
4707,13630
4708,9216
4709,8507
4710,18889
4711,6634
4712,18408
4713,15633
4714,8227
4715,19424
4716,30409
4717,10693
4718,11437
4719,9074
4720,6070
4721,3006
4722,5551
4723,12386
4724,19988
4725,16539
4726,7430
4727,21015
4728,8138
4729,19210
4730,10298
4731,10334
4732,3588
4733,17883
4734,20070
4735,21298
4736,9358
4737,21555
4738,19656
4739,3417
4740,13856
4741,7264
4742,22126
4743,11162
4744,12472
4745,16838
4746,5385
4747,1917
4748,20370
4749,15816
4750,4194
4751,9778
4752,20853
4753,13104
4754,32876
4755,14735
4756,11004
4757,5359
4758,8069
4759,10816
4760,27277
4761,4373
4762,3439
4763,10045
4764,7498
4765,15432
4766,14757
4767,11452
4768,31132
4769,20821
4770,14752
4771,5280
4772,8632
4773,5727
4774,11537
4775,8473
4776,2379
4777,19548
4778,8856
4779,24441
4780,10262
4781,8616
4782,5283
4783,10364
4784,5161
4785,16791
4786,17118
4787,8616
4788,8370
4789,4979
4790,8863
4791,12644
4792,7426
4793,10094
4794,12058
4795,14836
4796,7231
4797,14026
4798,11754
4799,11061
4800,16496
4801,8659
4802,12459
4803,25909
4804,30813
4805,14531
4806,6619
4807,9988
4808,13086
4809,15053
4810,13332
4811,20396
4812,21432
4813,7679
4814,31073
4815,24088
4816,3535
4817,11782
4818,16637
4819,22826
4820,14932
4821,5659
4822,21683
4823,31435
4824,15051
4825,2060
4826,19571
4827,33505
4828,11274
4829,25605
