,0
4830,12367
4831,18331
4832,10812
4833,15335
4834,5437
4835,15793
4836,18528
4837,10221
4838,20251
4839,11592
4840,14511
4841,19896
4842,7518
4843,10530
4844,12050
4845,17114
4846,14817
4847,13068
4848,8185
4849,12426
4850,11875
4851,10209
4852,14641
4853,6574
4854,15221
4855,8973
4856,10231
4857,10218
4858,11273
4859,18915
4860,28461
4861,20705
4862,7985
4863,9590
4864,2096
4865,3202
4866,5060
4867,1624
4868,8305
4869,20851
4870,6075
4871,21897
4872,15893
4873,15266
4874,19965
4875,28348
4876,15348
4877,23944
4878,39659
4879,19965
4880,15629
4881,22543
4882,23241
4883,53856
4884,48846
4885,40418
4886,26549
4887,12220
4888,13712
4889,15375
4890,3963
4891,1743
4892,3785
4893,8618
4894,10509
4895,8985
4896,10631
4897,9748
4898,4980
4899,16134
4900,24091
4901,8311
4902,10213
4903,12922
4904,8336
4905,14263
4906,20571
4907,15118
4908,12922
4909,15987
4910,4151
4911,20629
4912,5746
4913,4448
4914,18188
4915,7972
4916,2647
4917,6678
4918,6678
4919,8794
4920,11160
4921,11352
4922,3093
4923,13773
4924,12894
4925,10372
4926,17001
4927,22045
4928,18853
4929,3790
4930,14873
4931,23500
4932,3590
4933,11267
4934,7543
4935,17054
4936,9387
4937,17791
4938,15355
4939,10171
4940,23307
4941,16536
4942,6617
4943,27811
4944,12625
4945,9393
4946,10619
4947,16957
4948,18042
4949,7612
4950,22301
4951,19106
4952,25827
4953,26652
4954,25010
4955,20401
4956,10490
4957,27932
4958,26287
4959,22261
4960,5347
4961,4736
4962,21462
4963,8455
4964,12471
4965,1050
4966,22590
4967,7416
4968,7274
4969,33499
4970,13308
4971,19849
4972,39783
4973,22242
4974,11763
4975,20784
4976,20717
4977,14333
4978,8102
4979,15568
4980,14296
4981,12574
4982,10529
4983,13733
4984,13833
4985,11319
4986,10266
4987,10971
4988,10376
4989,20764
4990,18385
4991,14335
4992,23368
4993,8755
4994,5021
4995,16200
4996,10591
4997,18131
4998,13683
4999,18806
5000,13681
5001,21381
5002,30806
5003,30137
5004,14031
5005,15621
5006,27589
5007,7352
5008,8524
5009,7663
5010,7477
5011,5351
5012,24133
5013,12344
5014,8412
5015,23631
5016,22314
5017,19897
5018,15938
5019,12512
5020,6015
5021,14629
5022,12846
5023,12823
5024,12807
5025,14672
5026,23624
5027,6863
5028,17576
5029,19335
5030,10905
5031,6981
5032,12803
5033,9629
5034,9855
5035,5725
5036,4093
5037,3371
5038,20171
5039,8134
5040,18869
5041,11172
5042,8751
5043,18193
5044,18869
5045,8661
5046,16698
5047,10905
5048,13511
5049,17796
5050,8602
5051,10614
5052,16518
5053,14071
5054,7012
5055,5805
5056,7889
5057,7364
5058,13575
5059,4268
5060,13692
5061,13134
5062,3982
5063,13569
5064,4705
5065,9796
5066,10613
5067,12412
5068,4600
5069,9655
5070,15865
5071,19183
5072,21308
5073,5012
5074,19886
5075,11325
5076,12424
5077,17786
5078,18307
5079,14825
5080,21777
5081,8815
5082,18476
5083,7909
5084,31047
5085,27059
5086,14252
5087,15110
5088,7329
5089,12872
5090,15409
5091,9173
5092,15577
5093,7493
5094,7902
5095,14107
5096,11161
5097,11480
5098,5167
5099,6150
5100,4830
5101,18558
5102,8026
5103,25304
5104,2936
5105,17490
5106,13481
5107,17259
5108,9274
5109,4411
5110,6679
5111,22754
5112,24295
5113,18103
5114,16952
5115,23520
5116,27424
5117,15827
5118,11947
5119,8409
5120,13148
5121,9764
5122,11968
5123,20442
5124,14060
5125,6890
5126,6943
5127,13912
5128,13558
5129,12423
5130,5616
5131,7822
5132,12264
5133,7935
5134,10395
5135,5997
5136,6652
5137,3740
5138,29699
5139,26566
5140,15694
5141,16004
5142,7752
5143,8073
5144,10220
5145,3161
5146,13958
5147,25677
5148,13955
5149,5160
5150,9021
5151,19697
5152,12693
5153,18468
5154,9619
5155,10438
5156,11995
5157,5096
5158,17870
5159,15059
5160,10844
5161,16585
5162,10022
5163,20190
5164,20176
5165,18502
5166,17456
5167,13270
5168,23341
5169,15923
5170,9429
5171,11093
5172,7282
5173,10559
5174,6498
5175,14647
5176,11713
5177,4622
5178,15340
5179,2790
5180,14218
5181,3586
5182,13478
5183,14388
5184,11444
5185,19591
5186,10473
5187,22633
5188,8436
5189,11590
5190,9337
5191,18493
5192,13686
5193,14270
5194,13558
5195,15708
5196,22006
5197,6102
5198,16969
5199,3696
5200,25542
5201,22331
5202,21668
5203,14516
5204,33283
5205,12062
5206,9611
5207,6321
5208,24216
5209,12039
5210,22852
5211,12294
5212,11786
5213,15193
5214,9184
5215,13690
5216,10346
5217,14716
5218,22649
5219,16495
5220,12469
5221,14254
5222,8014
5223,40870
5224,34321
5225,17904
5226,1685
5227,1917
5228,7062
5229,8836
5230,3366
5231,7765
5232,7765
5233,16854
5234,13064
5235,10538
5236,9809
5237,17508
5238,23302
5239,10136
5240,3011
5241,9601
5242,9155
5243,6025
5244,10186
5245,12768
5246,8211
5247,22562
5248,1145
5249,6887
5250,4602
5251,19643
5252,6379
5253,8896
5254,21297
5255,18151
5256,10510
5257,8972
5258,8504
5259,19777
5260,14348
5261,9074
5262,6732
5263,15602
5264,21683
5265,15912
5266,3101
5267,20848
5268,19605
5269,11675
5270,15263
5271,20667
5272,12920
5273,11830
5274,10961
5275,9446
5276,28192
5277,10574
5278,6422
5279,17626
5280,4703
5281,33607
5282,30852
5283,4176
5284,50415
5285,17637
5286,7389
5287,18121
5288,20070
5289,12018
5290,11395
5291,5252
5292,9134
5293,8319
5294,6533
5295,10715
5296,9844
5297,13006
5298,36126
5299,6575
5300,9302
5301,5334
5302,10986
5303,4815
5304,4815
5305,23298
5306,20422
5307,10415
5308,13786
5309,25157
5310,13161
5311,16158
5312,13529
5313,17013
5314,16672
5315,17789
5316,17242
5317,8170
5318,15937
5319,20034
5320,8600
5321,6066
5322,10929
5323,3671
5324,8595
5325,31754
5326,6794
5327,16115
5328,6337
5329,24597
5330,11055
5331,4556
5332,14907
5333,9407
5334,9719
5335,15578
5336,12957
5337,11321
5338,14921
5339,16940
5340,9987
5341,14466
5342,18706
5343,10681
5344,15051
5345,17057
5346,5444
5347,9437
5348,5601
5349,5622
5350,56028
5351,26398
5352,19880
5353,18364
5354,27812
5355,26657
5356,15093
5357,19276
5358,20297
5359,6876
5360,14305
5361,1950
5362,15827
5363,5876
5364,6394
5365,21934
5366,14139
5367,18352
5368,24923
5369,10286
5370,10512
5371,6044
5372,14995
5373,24333
5374,9508
5375,12048
5376,16308
5377,4075
5378,16859
5379,875
5380,14814
5381,26916
5382,14889
5383,19654
5384,28979
5385,23231
5386,3338
5387,15298
5388,10407
5389,16335
5390,12687
5391,20746
5392,10494
5393,18948
5394,27538
5395,25798
5396,4927
5397,26789
5398,27538
5399,23837
5400,6518
5401,25562
5402,17780
5403,5399
5404,10575
5405,22055
5406,24483
5407,15130
5408,32966
5409,5633
5410,15592
5411,19947
5412,21177
5413,6750
5414,10385
5415,1269
5416,10951
5417,8157
5418,6750
5419,6994
5420,7839
5421,6624
5422,19319
5423,12468
5424,5209
5425,17613
5426,7956
5427,23872
5428,16795
5429,8193
5430,9422
5431,12872
5432,15894
5433,24700
5434,5642
5435,19268
5436,14015
5437,31884
5438,11358
5439,8697
5440,5410
5441,14727
5442,6056
5443,19319
5444,4294
5445,12936
5446,13531
5447,13825
5448,12907
5449,14727
5450,10239
5451,8896
5452,7219
5453,10730
5454,25939
5455,12272
5456,26689
5457,3099
5458,11978
5459,2224
5460,17738
5461,26656
5462,4304
5463,22552
5464,18157
5465,13825
5466,6160
5467,6682
5468,10161
5469,27928
5470,11841
5471,13516
5472,8745
5473,15830
5474,9383
5475,10486
5476,28865
5477,8633
5478,7186
5479,10349
5480,10995
5481,2209
5482,14214
5483,14624
5484,30723
5485,12254
5486,5817
5487,14214
5488,11729
5489,16649
5490,13658
5491,12577
5492,14521
5493,13960
5494,12086
5495,4029
5496,7824
5497,13608
5498,19519
5499,16488
5500,5856
5501,19120
5502,10432
5503,9255
5504,13632
5505,15764
5506,11670
5507,5526
5508,8302
5509,10384
5510,35061
5511,17025
5512,23080
5513,9866
5514,25714
5515,28945
5516,20783
5517,31351
5518,20127
5519,6487
5520,9833
5521,13914
5522,8266
5523,13192
5524,15310
5525,23561
5526,1278
5527,12403
5528,11413
5529,5662
5530,6648
5531,10687
5532,27635
5533,12810
5534,5985
5535,17460
5536,24064
5537,12768
5538,14124
5539,12197
5540,16193
5541,9602
5542,8234
5543,9579
5544,10898
5545,15904
5546,23061
5547,14888
5548,18784
5549,13447
5550,17992
5551,8627
5552,22746
5553,908
5554,10167
5555,16559
5556,7587
5557,25672
5558,9423
5559,11933
5560,8694
5561,20501
5562,13591
5563,34336
5564,22890
5565,37267
5566,23043
5567,33814
5568,29810
5569,23382
5570,8841
5571,2206
5572,14766
5573,3947
5574,17608
5575,14786
5576,15194
5577,2006
5578,21513
5579,18760
5580,5460
5581,5946
5582,24110
5583,12627
5584,11819
5585,10451
5586,24981
5587,11879
5588,14284
5589,10088
5590,22738
5591,28327
5592,10158
5593,11275
5594,8052
5595,29908
5596,28477
5597,12160
5598,18633
5599,24641
5600,9395
5601,8864
5602,14649
5603,3406
5604,13666
5605,14862
5606,9355
5607,18899
5608,9968
5609,5916
5610,24279
5611,20350
5612,16638
5613,5457
5614,4163
5615,22742
5616,3659
5617,18186
5618,4644
5619,12287
5620,18895
5621,6157
5622,9136
5623,8907
5624,19632
5625,10384
5626,14179
5627,10191
5628,11297
5629,10961
5630,25306
5631,11640
5632,12019
5633,18400
5634,5517
5635,14776
5636,6429
5637,16290
5638,11640
5639,12905
5640,9197
5641,17319
5642,5462
5643,12232
5644,24917
5645,9123
5646,7146
5647,4750
5648,5455
5649,10497
5650,15868
5651,13570
5652,11641
5653,9024
5654,14435
5655,7214
5656,7321
5657,14064
5658,19134
5659,17354
5660,4351
5661,17012
5662,11393
5663,21231
5664,10350
5665,21004
5666,11393
5667,16938
5668,9645
5669,9686
5670,7797
5671,15555
5672,9375
5673,11778
5674,11002
5675,4584
5676,2248
5677,7797
5678,15374
5679,6288
5680,12349
5681,12415
5682,9674
5683,6862
5684,12135
5685,14708
5686,9140
5687,12349
5688,7250
5689,5212
5690,19493
5691,23605
5692,13487
5693,25825
5694,20346
5695,9107
5696,10577
5697,20277
5698,18586
5699,23483
5700,16207
5701,17497
5702,5790
5703,4341
5704,12297
5705,13575
5706,7282
5707,15074
5708,16715
5709,20795
5710,19633
5711,20837
5712,9262
5713,14662
5714,19705
5715,13293
5716,14951
5717,5853
5718,11999
5719,8491
5720,10433
5721,11498
5722,33361
5723,4590
5724,29306
5725,2486
5726,10713
5727,10216
5728,5883
5729,29306
5730,15360
5731,4039
5732,9151
5733,12262
5734,10161
5735,6407
5736,12418
5737,7438
5738,21929
5739,15168
5740,17026
5741,12342
5742,17689
5743,9720
5744,9818
5745,6863
5746,3133
5747,18870
5748,2940
5749,9171
5750,25692
5751,3650
5752,13281
5753,18379
5754,11509
5755,3555
5756,9587
5757,26296
5758,9587
5759,15077
5760,16460
5761,10477
5762,20530
5763,15706
5764,4650
5765,13878
5766,16244
5767,11634
5768,10548
5769,14952
5770,21018
5771,9616
5772,7155
5773,37086
5774,9806
5775,8585
5776,15113
5777,15561
5778,11301
5779,12514
5780,21906
5781,12711
5782,29925
5783,7073
5784,7531
5785,4531
5786,10172
5787,12165
5788,9863
5789,11108
5790,26756
5791,9994
5792,10791
5793,8808
5794,9768
5795,20432
5796,3180
5797,18037
5798,5677
5799,16052
5800,7901
5801,21723
5802,12430
5803,6305
5804,17660
5805,26238
5806,14483
5807,21785
5808,24748
5809,24571
5810,4574
5811,5262
5812,9157
5813,3463
5814,18681
5815,9524
5816,16480
5817,6664
5818,12195
5819,11400
5820,16263
5821,12718
5822,12686
5823,10905
5824,3516
5825,7145
5826,7770
5827,8938
5828,10614
5829,11226
5830,22226
5831,5247
5832,13570
5833,21226
5834,37132
5835,21896
5836,17804
5837,25556
5838,15619
5839,10189
5840,12485
5841,12454
5842,3114
5843,12870
5844,15913
5845,10327
5846,10461
5847,25334
5848,8910
5849,12062
5850,25792
5851,28054
5852,4704
5853,31423
5854,28220
5855,29393
5856,29846
5857,7041
5858,31423
5859,30257
5860,11886
5861,14847
5862,4896
5863,21524
5864,13986
5865,13164
5866,13832
5867,12898
5868,2608
5869,17536
5870,18727
5871,15589
5872,11949
5873,10771
5874,19579
5875,13802
5876,19716
5877,12216
5878,18438
5879,16346
5880,10340
5881,8720
5882,10392
5883,8245
5884,7184
5885,6226
5886,24563
5887,12053
5888,6878
5889,2802
5890,8864
5891,2564
5892,21125
5893,6938
5894,13672
5895,20361
5896,10182
5897,10022
5898,22472
5899,16675
5900,6013
5901,3891
5902,8261
5903,21024
5904,22075
5905,13735
5906,7553
5907,21041
5908,9396
5909,6013
5910,25403
5911,5506
5912,20178
5913,21888
5914,10184
5915,8072
5916,16363
5917,22650
5918,11742
5919,9623
5920,24052
5921,16549
5922,9915
5923,14910
5924,22783
5925,9190
5926,11038
5927,16600
5928,22129
5929,16605
5930,5247
5931,1579
5932,11009
5933,3423
5934,7731
5935,15439
5936,4770
5937,7731
5938,7425
5939,13921
5940,23372
5941,12447
5942,6565
5943,6113
5944,4974
5945,11732
5946,1454
5947,3997
5948,6113
5949,11589
5950,20231
5951,2094
5952,6185
5953,4228
5954,9528
5955,26708
5956,4038
5957,4970
5958,16523
5959,1760
5960,10224
5961,4640
5962,8255
5963,8120
5964,8368
5965,6277
5966,7635
5967,22377
5968,6477
5969,4993
5970,13645
5971,4682
5972,1835
5973,5541
5974,15521
5975,16271
5976,16343
5977,2673
5978,17897
5979,11473
5980,20072
5981,10814
5982,13597
5983,18120
5984,10044
5985,23701
5986,28322
5987,23642
5988,22548
5989,14515
5990,3544
5991,15448
5992,13577
5993,12651
5994,8804
5995,12895
5996,4572
5997,7071
5998,4584
5999,9927
6000,7941
6001,14596
6002,15690
6003,12390
6004,14116
6005,9314
6006,14264
6007,4700
6008,11356
6009,12203
6010,9946
6011,14930
6012,11750
6013,12681
6014,11590
6015,9293
6016,11423
6017,10424
6018,7207
6019,8229
6020,23540
6021,16011
6022,10660
6023,7381
6024,10998
6025,9229
6026,15664
6027,12824
6028,6113
6029,12066
6030,15048
6031,20113
6032,15000
6033,6569
6034,20344
6035,15955
6036,16712
6037,18959
6038,16595
6039,7066
6040,17600
6041,16089
6042,3491
6043,8501
6044,8789
6045,7938
6046,13621
6047,8783
6048,6275
6049,21701
6050,13865
6051,12992
6052,16719
6053,12357
6054,3496
6055,10881
6056,18641
6057,2475
6058,8119
6059,9670
6060,10865
6061,11711
6062,7382
6063,6470
6064,13497
6065,15782
6066,7382
6067,15682
6068,13008
6069,5199
6070,6868
6071,20071
6072,23088
6073,6953
6074,4845
6075,10733
6076,8132
6077,3841
6078,12327
6079,17280
6080,22062
6081,18940
6082,13219
6083,7078
6084,13492
6085,16816
6086,8413
6087,13987
6088,12827
6089,14456
6090,26713
6091,27420
6092,13072
6093,26744
6094,11211
6095,13477
6096,13217
6097,29125
6098,16117
6099,13648
6100,3775
6101,15323
6102,8708
6103,15456
6104,20211
6105,15323
6106,5883
6107,8229
6108,14984
6109,13109
6110,7209
6111,4943
6112,9287
6113,13982
6114,15193
6115,9884
6116,9731
6117,7049
6118,3688
6119,14027
6120,19780
6121,24093
6122,16376
6123,7655
6124,20810
6125,22153
6126,20333
6127,12922
6128,23855
6129,4552
6130,18104
6131,10844
6132,18210
6133,31509
6134,14521
6135,36136
6136,15487
6137,25046
6138,16383
6139,69422
6140,15079
6141,14544
6142,8665
6143,4042
6144,14581
6145,13337
6146,14141
6147,10200
6148,5679
6149,33659
6150,12583
6151,24572
6152,11793
6153,10935
6154,10315
6155,15514
6156,18322
6157,25253
6158,13910
6159,5029
6160,9275
6161,4692
6162,9559
6163,3149
6164,9131
6165,5267
6166,9189
6167,24371
6168,16458
6169,5267
6170,22982
6171,6884
6172,19804
6173,10328
6174,16946
6175,17612
6176,18496
6177,9357
6178,25935
6179,12243
6180,2108
6181,16368
6182,3459
6183,13735
6184,2434
6185,12812
6186,6473
6187,12295
6188,6566
6189,8843
6190,23825
6191,16543
6192,15836
6193,16290
6194,12453
6195,15341
6196,8526
6197,19742
6198,2425
6199,18821
6200,30293
6201,35230
6202,8183
6203,5338
6204,2899
6205,6914
6206,9405
6207,13314
6208,11100
6209,12976
6210,13677
6211,17482
6212,10865
6213,8736
6214,19247
6215,16643
6216,4934
6217,1743
6218,12889
6219,8520
6220,6170
6221,22800
6222,13557
6223,11541
6224,13500
6225,24836
6226,18923
6227,2477
6228,2834
6229,24836
6230,13439
6231,7497
6232,26907
6233,20378
6234,26907
6235,15994
6236,3838
6237,16726
6238,23646
6239,6101
6240,14756
6241,7997
6242,5143
6243,13486
6244,10075
6245,38328
6246,7367
6247,10193
6248,8407
6249,17164
6250,9850
6251,8400
6252,8400
6253,15454
6254,7016
6255,6938
6256,10723
6257,19759
6258,8928
6259,8549
6260,3936
6261,21098
6262,1297
6263,13609
6264,3983
6265,5592
6266,8133
6267,15114
6268,21177
6269,16228
6270,13768
6271,7585
6272,12432
6273,14875
6274,13948
6275,11012
6276,13019
6277,10842
6278,10105
6279,1748
6280,18811
6281,11764
6282,4903
6283,6060
6284,14137
6285,9010
6286,6769
6287,10031
6288,10530
6289,5021
6290,9771
6291,9037
6292,4558
6293,17989
6294,5828
6295,18118
6296,6130
6297,10177
6298,9871
6299,16669
6300,16269
6301,5066
6302,4035
6303,23057
6304,16980
6305,10557
6306,8489
6307,8061
6308,18001
6309,5225
6310,17558
6311,8690
6312,15888
6313,3522
6314,12687
6315,7304
6316,9452
6317,23810
6318,16496
6319,7508
6320,11576
6321,48275
6322,8757
6323,22537
6324,33939
6325,15132
6326,16126
6327,9999
6328,15405
6329,25888
6330,14310
6331,30637
6332,12172
6333,24595
6334,11371
6335,13661
6336,17021
6337,8413
6338,8575
6339,29784
6340,8201
6341,12957
6342,8992
6343,18831
6344,13650
6345,10245
6346,9873
6347,12530
6348,32003
6349,21869
6350,10232
6351,34699
6352,14201
6353,17846
6354,39359
6355,17315
6356,26115
6357,24211
6358,3355
6359,20593
6360,15575
6361,9195
6362,15853
6363,10125
6364,12903
6365,8473
6366,4604
6367,16037
6368,17378
6369,103652
6370,14038
6371,8351
6372,5822
6373,12997
6374,12160
6375,5045
6376,4946
6377,14494
6378,4946
6379,14334
6380,16083
6381,7515
6382,9306
6383,14483
6384,11090
6385,14720
6386,11585
6387,15624
6388,12881
6389,4925
6390,25749
6391,17742
6392,9699
6393,14101
6394,15968
6395,14760
6396,29017
6397,23430
6398,8167
6399,16064
6400,18887
6401,12580
6402,24054
6403,6146
6404,20937
6405,11795
6406,21688
6407,8871
6408,20474
6409,4127
6410,14891
6411,3273
6412,23740
6413,16741
6414,3280
6415,15111
6416,12319
6417,12598
6418,11880
6419,8465
6420,5169
6421,12909
6422,6868
6423,15922
6424,18851
6425,5573
6426,17024
6427,21312
6428,15333
6429,11278
6430,8790
6431,12764
6432,13246
6433,8942
6434,10277
6435,28876
6436,8165
6437,11928
6438,4777
6439,12668
6440,5377
6441,5939
6442,11318
6443,8870
6444,7259
6445,2051
6446,15556
6447,5939
6448,11945
6449,6178
6450,14457
6451,10377
6452,12104
6453,6249
6454,12506
6455,13372
6456,8229
6457,14457
6458,7410
6459,7437
6460,19462
6461,13103
6462,7027
6463,17760
6464,12123
6465,16985
6466,18203
6467,6928
6468,12284
6469,9956
6470,6935
6471,8343
6472,13356
6473,1785
6474,18306
6475,17858
6476,14760
6477,38819
6478,13356
6479,8806
6480,14342
6481,18044
6482,24335
6483,8959
6484,20295
6485,21449
6486,14289
6487,16095
6488,26616
6489,21245
6490,12327
6491,6841
6492,14419
6493,6084
6494,5687
6495,7299
6496,10315
6497,16051
6498,14418
6499,3538
6500,11057
6501,19832
6502,10138
6503,16509
6504,10745
6505,23000
6506,13652
6507,16071
6508,23321
6509,13110
6510,12590
6511,13291
6512,17592
6513,15184
6514,9365
6515,10835
6516,10138
6517,10835
6518,7966
6519,14393
6520,7472
6521,15045
6522,24319
6523,7795
6524,5837
6525,11064
6526,12218
6527,7121
6528,11007
6529,14661
6530,9835
6531,2887
6532,12403
6533,10260
6534,22458
6535,17506
6536,13485
6537,13622
6538,3878
6539,7319
6540,8919
6541,3489
6542,7225
6543,7336
6544,28502
6545,15226
6546,7045
6547,3291
6548,13572
6549,16343
6550,8337
6551,10921
6552,23731
6553,11818
6554,7965
6555,11634
6556,2403
6557,7017
6558,21152
6559,9771
6560,10462
6561,14510
6562,4182
6563,11164
6564,15865
6565,11164
6566,15240
6567,17348
6568,6032
6569,13001
6570,6000
6571,14726
6572,8287
6573,14647
6574,6643
6575,7268
6576,7689
6577,3855
6578,10206
6579,12964
6580,10050
6581,19678
6582,15229
6583,15170
6584,12949
6585,8941
6586,12679
6587,17264
6588,10189
6589,8497
6590,18231
6591,4134
6592,21069
6593,13577
6594,20394
6595,11306
6596,7108
6597,1610
6598,8150
6599,11663
6600,8638
6601,14610
6602,11912
6603,9687
6604,12786
6605,10244
6606,10893
6607,9295
6608,12767
6609,12682
6610,20411
6611,20971
6612,16637
6613,8940
6614,4849
6615,12979
6616,15555
6617,18613
6618,16632
6619,15930
6620,25849
6621,12768
6622,16964
6623,15485
6624,28123
6625,18299
6626,15555
6627,19275
6628,21062
6629,18212
6630,9784
6631,10391
6632,17616
6633,12860
6634,27617
6635,23072
6636,23072
6637,5504
6638,6715
6639,10829
6640,9610
6641,13672
6642,7178
6643,10932
6644,15495
6645,10898
6646,16264
6647,10741
6648,14249
6649,1660
6650,16886
6651,17125
6652,15255
6653,11868
6654,13050
6655,4515
6656,12309
6657,18037
6658,14164
6659,21358
6660,5005
6661,18751
6662,4168
6663,4308
6664,6366
6665,18512
6666,5496
6667,8792
6668,7573
6669,5937
6670,9678
6671,9002
6672,7262
6673,10661
6674,10262
6675,14408
6676,11750
6677,12696
6678,17000
6679,15961
6680,8110
6681,16284
6682,6019
6683,8773
6684,24401
6685,7310
6686,9125
6687,5519
6688,12903
6689,5948
6690,14461
6691,10102
6692,11579
6693,8974
6694,8352
6695,7189
6696,13378
6697,12814
6698,5719
6699,7421
6700,14292
6701,11172
6702,11796
6703,29167
6704,19974
6705,5838
6706,17687
6707,12448
6708,12872
6709,8392
6710,9161
6711,24704
6712,12944
6713,12668
6714,9035
6715,9471
6716,9377
6717,15045
6718,7976
6719,10273
6720,14062
6721,9982
6722,6311
6723,5189
6724,13412
6725,20648
6726,6944
6727,23494
6728,3542
6729,22041
6730,5911
6731,8819
6732,2898
6733,20056
6734,10763
6735,8910
6736,7810
6737,16763
6738,3981
6739,5672
6740,13816
6741,11525
6742,6910
6743,21732
6744,10296
6745,34920
6746,20970
6747,12600
6748,9110
6749,13167
6750,10929
6751,13205
6752,6453
6753,23776
6754,22283
6755,14422
6756,25798
6757,10091
6758,16273
6759,11356
6760,7353
6761,3464
6762,23187
6763,10391
6764,9118
6765,13543
6766,11810
6767,12829
6768,13391
6769,24411
6770,20520
6771,11227
6772,24875
6773,22618
6774,10502
6775,23677
6776,24638
6777,21941
6778,19343
6779,11768
6780,17906
6781,12212
6782,13485
6783,9251
6784,21481
6785,3243
6786,17070
6787,25596
6788,15100
6789,10917
6790,8483
6791,5848
6792,7553
6793,13179
6794,12020
6795,7553
6796,17004
6797,19953
6798,14230
6799,12170
6800,13999
6801,6626
6802,24566
6803,9535
6804,9923
6805,7890
6806,8768
6807,17518
6808,6256
6809,19219
6810,25855
6811,31349
6812,10427
6813,12715
6814,12555
6815,23667
6816,12372
6817,18559
6818,10426
6819,9733
6820,15220
6821,18962
6822,9595
6823,19612
6824,24051
6825,21893
6826,8765
6827,8135
6828,23977
6829,11031
6830,6896
6831,14519
6832,14953
6833,16483
6834,6704
6835,9664
6836,14666
6837,12765
6838,14202
6839,2538
6840,8469
6841,5343
6842,20579
6843,16701
6844,7673
6845,14837
6846,10505
6847,16692
6848,8012
6849,3838
6850,13114
6851,7365
6852,6733
6853,10941
6854,12904
6855,10651
6856,29726
6857,14691
6858,13353
6859,10726
6860,20894
6861,6529
6862,2803
6863,20375
6864,21321
6865,23070
6866,5030
6867,4648
6868,21024
6869,7334
6870,13238
6871,12172
6872,15425
6873,6034
6874,12048
6875,16167
6876,16844
6877,17448
6878,12942
6879,11656
6880,9345
6881,11725
6882,9407
6883,15481
6884,19639
6885,6653
6886,8122
6887,2487
6888,6729
6889,13112
6890,3975
6891,9509
6892,5985
6893,21846
6894,5746
6895,33165
6896,5278
6897,10688
6898,9508
6899,6782
6900,10210
6901,18365
6902,3773
6903,16885
6904,8820
6905,12570
6906,7176
6907,8301
6908,26948
6909,8301
6910,13868
6911,4480
6912,21352
6913,12912
6914,4035
6915,8362
6916,15598
6917,6586
6918,11138
6919,7872
6920,18354
6921,16407
6922,5212
6923,10729
6924,13474
6925,9299
6926,10497
6927,19893
6928,8612
6929,11497
6930,17006
6931,33431
6932,8018
6933,29967
6934,7859
6935,11752
6936,4418
6937,14388
6938,17006
6939,13475
6940,7414
6941,29316
6942,11966
6943,4085
6944,24198
6945,7349
6946,20114
6947,7706
6948,14695
6949,23136
6950,9185
6951,5036
6952,27314
6953,10505
6954,15211
6955,12216
6956,15463
6957,4180
6958,12341
6959,17402
6960,15287
6961,25436
6962,21633
6963,23787
6964,18106
6965,35675
6966,35328
6967,15786
6968,40084
6969,14025
6970,17925
6971,16251
6972,15112
6973,16918
6974,8451
6975,22792
6976,4017
6977,6466
6978,18463
6979,16090
6980,22349
6981,16265
6982,11251
6983,12236
6984,34318
6985,14872
6986,7278
6987,8274
6988,12968
6989,14742
6990,8856
6991,13912
6992,1398
6993,11475
6994,14523
6995,14815
6996,9182
6997,9720
6998,6528
6999,15087
7000,16012
7001,20350
7002,6991
7003,19431
7004,10680
7005,14932
7006,6991
7007,7005
7008,10998
7009,7986
7010,13382
7011,12160
7012,22216
7013,16543
7014,9864
7015,7724
7016,12965
7017,4021
7018,13060
7019,10106
7020,10779
7021,25276
7022,11968
7023,12726
7024,10637
7025,10706
7026,24119
7027,14711
7028,22568
7029,4106
7030,24509
7031,12444
7032,19375
7033,29106
7034,29524
7035,9712
7036,16235
7037,2993
7038,24510
7039,23720
7040,20276
7041,21391
7042,5704
7043,7610
7044,17854
7045,10504
7046,7306
7047,14965
7048,13165
7049,18652
7050,3070
7051,18291
7052,17535
7053,19991
7054,6979
7055,9960
7056,10957
7057,14787
7058,17525
7059,9278
7060,21932
7061,35018
7062,20366
7063,13043
7064,9810
7065,4851
7066,9476
7067,25768
7068,7409
7069,11241
7070,11692
7071,18158
7072,12760
7073,17119
7074,14146
7075,19989
7076,10661
7077,5094
7078,13140
7079,14684
7080,26909
7081,28977
7082,23834
7083,12416
7084,6977
7085,7308
7086,23130
7087,13891
7088,16913
7089,7887
7090,11775
7091,13520
7092,10710
7093,3795
7094,18377
7095,12791
7096,5070
7097,9024
7098,1390
7099,12719
7100,9556
7101,15787
7102,12506
7103,19020
7104,9507
7105,7078
7106,7228
7107,8384
7108,16450
7109,12576
7110,11037
7111,9093
7112,13423
7113,3560
7114,6617
7115,30241
7116,28897
7117,10852
7118,6274
7119,36021
7120,19574
7121,5398
7122,15324
7123,12635
7124,19522
7125,12028
7126,3699
7127,15650
7128,6468
7129,4503
7130,12987
7131,23199
7132,10390
7133,17788
7134,13397
7135,12513
7136,5277
7137,7276
7138,5757
7139,9034
7140,20101
7141,27124
7142,18919
7143,36331
7144,17031
7145,47371
7146,9649
7147,10782
7148,13775
7149,10959
7150,26664
7151,13155
7152,13677
7153,16521
7154,11728
7155,41831
7156,14218
7157,5087
7158,3558
7159,9346
7160,18950
7161,6028
7162,13720
