iter	Passed	Remaining
590	1959	1355
591	1962	1352
592	1965	1348
593	1968	1345
594	1971	1341
595	1974	1338
596	1977	1335
597	1980	1331
598	1983	1328
599	1987	1324
600	1990	1321
601	1992	1317
602	1995	1314
603	1999	1310
604	2001	1307
605	2005	1303
606	2007	1300
607	2010	1296
608	2013	1292
609	2016	1289
610	2019	1285
611	2022	1282
612	2025	1278
613	2029	1275
614	2032	1272
615	2035	1268
616	2038	1265
617	2041	1261
618	2044	1258
619	2047	1254
620	2050	1251
621	2053	1247
622	2056	1244
623	2059	1240
624	2062	1237
625	2065	1234
626	2068	1230
627	2071	1227
628	2074	1223
629	2077	1219
630	2080	1216
631	2083	1213
632	2086	1209
633	2089	1206
634	2092	1202
635	2095	1199
636	2098	1195
637	2101	1192
638	2104	1188
639	2107	1185
640	2109	1181
641	2113	1178
642	2116	1174
643	2119	1171
644	2122	1167
645	2124	1164
646	2127	1160
647	2130	1157
648	2134	1154
649	2136	1150
650	2140	1147
651	2144	1144
652	2147	1141
653	2151	1138
654	2154	1134
655	2157	1131
656	2160	1127
657	2163	1124
658	2166	1120
659	2169	1117
660	2172	1114
661	2175	1110
662	2178	1107
663	2181	1103
664	2184	1100
665	2187	1097
666	2191	1093
667	2194	1090
668	2198	1087
669	2200	1084
670	2203	1080
671	2206	1077
672	2209	1073
673	2212	1070
674	2215	1066
675	2218	1063
676	2221	1060
677	2224	1056
678	2227	1053
679	2231	1049
680	2235	1047
681	2239	1044
682	2242	1041
683	2247	1038
684	2251	1035
685	2254	1031
686	2256	1028
687	2259	1024
688	2262	1021
689	2266	1018
690	2268	1014
691	2272	1011
692	2275	1007
693	2278	1004
694	2281	1001
695	2284	997
696	2287	994
697	2289	990
698	2292	987
699	2295	983
700	2298	980
701	2301	976
702	2304	973
703	2307	970
704	2310	966
705	2313	963
706	2316	959
707	2319	956
708	2322	953
709	2325	949
710	2328	946
711	2330	942
712	2333	939
713	2336	936
714	2340	932
715	2343	929
716	2346	926
717	2349	922
718	2351	919
719	2354	915
720	2358	912
721	2361	909
722	2364	905
723	2367	902
724	2370	899
725	2373	895
726	2376	892
727	2379	889
728	2382	885
729	2385	882
730	2388	879
731	2391	875
732	2394	872
733	2397	868
734	2400	865
735	2403	862
736	2406	858
737	2409	855
738	2412	852
739	2415	848
740	2418	845
741	2421	842
742	2424	838
743	2427	835
744	2430	831
745	2432	828
746	2435	825
747	2438	821
748	2441	818
749	2444	814
750	2447	811
751	2450	808
752	2453	804
753	2456	801
754	2459	798
755	2463	794
756	2466	791
757	2469	788
758	2473	785
759	2476	782
760	2479	778
761	2482	775
762	2485	772
763	2488	768
764	2491	765
765	2495	762
766	2497	758
767	2501	755
768	2503	752
769	2506	748
770	2510	745
771	2512	742
772	2515	738
773	2518	735
774	2521	732
775	2524	728
776	2527	725
777	2530	721
778	2533	718
779	2536	715
780	2541	712
781	2544	709
782	2547	705
783	2550	702
784	2553	699
785	2556	696
786	2559	692
787	2562	689
788	2565	686
789	2568	682
790	2571	679
791	2574	676
792	2577	672
793	2579	669
794	2582	666
795	2585	662
796	2588	659
797	2591	655
798	2594	652
799	2598	649
800	2601	646
801	2604	643
802	2607	639
803	2610	636
804	2613	633
805	2616	629
806	2619	626
807	2622	623
808	2625	619
809	2628	616
810	2631	613
811	2635	610
812	2638	606
813	2641	603
814	2644	600
815	2647	597
816	2650	593
817	2653	590
818	2656	587
819	2659	583
820	2662	580
821	2666	577
822	2669	574
823	2672	570
824	2676	567
825	2678	564
826	2681	560
827	2684	557
828	2687	554
829	2690	551
830	2693	547
831	2696	544
832	2700	541
833	2704	538
834	2707	535
835	2710	531
836	2713	528
837	2716	525
838	2719	521
839	2722	518
840	2725	515
841	2728	512
842	2731	508
843	2734	505
844	2737	502
845	2740	498
846	2743	495
847	2746	492
848	2749	488
849	2752	485
850	2755	482
851	2758	479
852	2761	475
853	2764	472
854	2767	469
855	2770	466
856	2773	462
857	2776	459
858	2779	456
859	2782	452
860	2785	449
861	2788	446
862	2791	443
863	2794	439
864	2797	436
865	2800	433
866	2803	430
867	2806	426
868	2810	423
869	2813	420
870	2816	417
871	2818	413
872	2821	410
873	2824	407
874	2827	403
875	2830	400
876	2833	397
877	2836	394
878	2839	390
879	2842	387
880	2845	384
881	2848	381
882	2851	377
883	2854	374
884	2857	371
885	2860	368
886	2863	364
887	2865	361
888	2868	358
889	2871	354
890	2874	351
891	2877	348
892	2880	345
893	2883	341
894	2886	338
895	2889	335
896	2893	332
897	2896	328
898	2899	325
899	2901	322
900	2905	319
901	2908	316
902	2911	312
903	2914	309
904	2917	306
905	2920	302
906	2923	299
907	2926	296
908	2929	293
909	2932	289
910	2935	286
911	2938	283
912	2941	280
913	2944	277
914	2947	273
915	2950	270
916	2954	267
917	2956	264
918	2959	260
919	2962	257
920	2965	254
921	2968	251
922	2971	247
923	2974	244
924	2977	241
925	2980	238
926	2983	234
927	2986	231
928	2990	228
929	2993	225
930	2996	222
931	2999	218
932	3002	215
933	3005	212
934	3009	209
935	3012	205
936	3015	202
937	3018	199
938	3021	196
939	3024	193
940	3027	189
941	3030	186
942	3033	183
943	3036	180
944	3039	176
945	3041	173
946	3045	170
947	3047	167
948	3050	163
949	3054	160
950	3057	157
951	3060	154
952	3063	151
953	3066	147
954	3069	144
955	3072	141
956	3075	138
957	3078	134
958	3081	131
959	3084	128
960	3087	125
961	3090	122
962	3093	118
963	3096	115
964	3099	112
965	3102	109
966	3105	105
967	3108	102
968	3111	99
969	3114	96
970	3117	93
971	3120	89
972	3122	86
973	3125	83
974	3128	80
975	3131	77
976	3134	73
977	3137	70
978	3140	67
979	3143	64
980	3146	60
981	3149	57
982	3152	54
983	3156	51
984	3160	48
985	3164	44
986	3168	41
987	3173	38
988	3177	35
989	3182	32
990	3186	28
991	3191	25
992	3195	22
993	3199	19
994	3205	16
995	3209	12
996	3214	9
997	3217	6
998	3221	3
999	3225	0
