iter	RMSE
209	180.6480422
210	180.4103165
211	180.233088
212	180.0481674
213	179.8331001
214	179.7102532
215	179.4336799
216	179.2148649
217	179.0938148
218	178.9517966
219	178.6429333
220	178.5032846
221	178.2497983
222	178.0176914
223	177.7829522
224	177.5502812
225	177.2603866
226	177.1405075
227	176.9347687
228	176.7252518
229	176.5469531
230	176.2476006
231	175.741224
232	175.433684
233	175.2250541
234	174.7998634
235	174.5566851
236	174.3078344
237	174.1494543
238	173.9151337
239	173.7568311
240	173.5630583
241	173.365961
242	173.1027878
243	172.9193231
244	172.7702128
245	172.5652505
246	172.354165
247	172.0380027
248	171.8027609
249	171.5992305
250	171.2923699
251	171.150802
252	170.8701883
253	170.6532887
254	170.5084631
255	170.2131064
256	170.0265889
257	169.9413376
258	169.7462261
259	169.5081327
260	169.3565059
261	169.1896535
262	168.9714998
263	168.6827053
264	168.5148255
265	168.3087775
266	168.147537
267	168.0684319
268	167.8583277
269	167.6335788
270	167.4741532
271	167.2254886
272	166.9337893
273	166.7696016
274	166.6047062
275	166.3914537
276	166.228824
277	165.9983454
278	165.8135423
279	165.5719936
280	165.3572601
281	165.2381663
282	165.1638057
283	165.0290377
284	164.6856804
285	164.3250791
286	164.0756331
287	163.8263542
288	163.6796646
289	163.4112712
290	163.1848729
291	162.984157
292	162.7927455
293	162.6090719
294	162.4270398
295	162.2693659
296	162.0209252
297	161.8563942
298	161.7027246
299	161.5674031
300	161.373446
301	161.2566493
302	161.0823259
303	160.83237
304	160.56753
305	160.2817789
306	160.1465218
307	159.9190692
308	159.7206771
309	159.5847226
310	159.423405
311	159.2030284
312	159.0008019
313	158.7581941
314	158.513789
315	158.3258942
316	158.2038325
317	158.0672458
318	157.9066368
319	157.8117709
320	157.6236046
321	157.4858448
322	157.2577858
323	157.0770811
324	156.8835208
325	156.6017184
326	156.4490844
327	156.2744173
328	156.0282293
329	155.8872946
330	155.7104531
331	155.51982
332	155.3723964
333	155.2586188
334	155.0784803
335	154.8751275
336	154.6914431
337	154.569992
338	154.4550008
339	154.337031
340	154.1493516
341	154.0174178
342	153.792746
343	153.6858776
344	153.5754161
345	153.3831387
346	153.1972114
347	153.0378679
348	152.7874383
349	152.6923969
350	152.5663971
351	152.4626302
352	152.3222152
353	152.1757208
354	151.9917868
355	151.8769171
356	151.7281722
357	151.6126926
358	151.4748195
359	151.3530367
360	151.1904943
361	151.0373932
362	150.8191882
363	150.6753425
364	150.5252375
365	150.3175422
366	150.1203775
367	149.9644806
368	149.8335564
369	149.6970598
370	149.5659028
371	149.4453059
372	149.2893469
373	149.1873734
374	148.9845926
375	148.8302889
376	148.6988162
377	148.5526613
378	148.4331994
379	148.2586764
380	148.1261182
381	147.9649313
382	147.8038326
383	147.6392716
384	147.4841886
385	147.354564
386	147.2666646
387	147.1508271
388	147.0045685
389	146.75753
390	146.6143786
391	146.4031655
392	146.2589548
393	146.0994866
394	145.9306767
395	145.7423257
396	145.6425722
397	145.5654291
398	145.3724317
399	145.2862242
400	145.1920958
401	145.1099554
402	144.9932316
403	144.8332664
404	144.7282879
405	144.6319428
406	144.4373416
407	144.2685499
408	144.0886436
409	143.9816684
410	143.9150779
411	143.6904426
412	143.5296278
413	143.3716621
414	143.1447598
415	143.1304413
416	142.9720562
417	142.7748423
418	142.6660564
419	142.5861589
420	142.5171038
421	142.3862786
422	142.2380799
423	142.0659058
424	141.8683484
425	141.7332361
426	141.6364222
427	141.5038745
428	141.3879088
429	141.1956906
430	141.1265008
431	141.017259
432	140.8432595
433	140.7711137
434	140.6908797
435	140.5059693
436	140.3954693
437	140.2376291
438	140.1141163
439	139.9933157
440	139.8613634
441	139.7172662
442	139.5156221
443	139.4399253
444	139.2813779
445	139.0431084
446	139.0070836
447	138.9113744
448	138.8231479
449	138.6814651
450	138.5786582
451	138.472294
452	138.2572111
453	138.1480866
454	137.9748894
455	137.8749096
456	137.7466308
457	137.5793697
458	137.4818282
459	137.3303067
460	137.2129519
461	137.0350428
462	136.9147624
463	136.8155807
464	136.6988154
465	136.5606383
466	136.4488214
467	136.3307331
468	136.2311921
469	136.1210651
470	136.0124455
471	135.8816
472	135.7594381
473	135.5701734
474	135.4265079
475	135.3199093
476	135.1454255
477	135.0321851
478	134.9562099
479	134.8560082
480	134.7497203
481	134.6042768
482	134.50402
483	134.4342573
484	134.3006665
485	134.1431563
486	133.9810982
487	133.8974738
488	133.8102237
489	133.6357776
490	133.4947126
491	133.3994416
492	133.2867385
493	133.1714311
494	133.03596
495	132.8833036
496	132.8067728
497	132.7367862
498	132.6594073
499	132.5026453
500	132.3745475
501	132.231556
502	132.0690129
503	131.8517415
504	131.7087605
505	131.6257849
506	131.536323
507	131.5107254
508	131.4307273
509	131.2882425
510	131.1488356
511	131.0620517
512	130.956619
513	130.8745512
514	130.7340054
515	130.6563813
516	130.5271473
517	130.4244745
518	130.3078494
519	130.1763501
520	130.0600745
521	129.945684
522	129.9019629
523	129.7782718
524	129.697881
525	129.6418844
526	129.5460823
527	129.4232867
528	129.3330592
529	129.2368453
530	129.1532495
531	129.0386616
532	128.9856467
533	128.8757636
534	128.7685665
535	128.6945014
536	128.597908
537	128.4720403
538	128.4019833
539	128.2009288
540	128.0792045
541	127.9950849
542	127.9039413
543	127.8660884
544	127.7685266
545	127.6532186
546	127.5819644
547	127.4764012
548	127.3594346
549	127.2092789
550	127.0659814
551	126.9638653
552	126.8955642
553	126.7577789
554	126.6500613
555	126.5200033
556	126.4525982
557	126.3234291
558	126.209177
559	126.0640759
560	125.9904002
561	125.9539003
562	125.7669444
563	125.6729174
564	125.5453984
565	125.4528927
566	125.3704227
567	125.2141755
568	125.1520167
569	125.0520471
570	124.9318687
571	124.8308921
572	124.6997154
573	124.5860121
574	124.5075283
575	124.4378965
576	124.3336446
577	124.2597488
578	124.1791694
579	124.0497543
580	123.9448703
581	123.8078437
582	123.767352
583	123.6599376
584	123.6154877
585	123.494893
586	123.4114218
587	123.3301402
588	123.2384065
589	123.11853
590	123.0391493
591	122.9361286
592	122.8230318
593	122.689841
594	122.6305161
595	122.5027071
596	122.4634517
597	122.3874943
598	122.2761117
599	122.1711549
600	122.1286487
601	122.0486068
602	121.9173893
603	121.7857101
604	121.7251951
605	121.6348123
606	121.5413934
607	121.4672875
608	121.3731462
609	121.2895721
610	121.208429
611	121.1417908
612	121.0119039
613	120.8664532
614	120.7466267
615	120.6707217
616	120.5928741
617	120.4677989
618	120.3708564
619	120.3181406
620	120.2311678
621	120.158665
622	120.0784587
623	119.9870556
624	119.9187928
625	119.8150679
626	119.7212651
627	119.5961256
628	119.5190839
629	119.4264586
630	119.3562587
631	119.2849294
632	119.214204
633	119.0691706
634	118.9775191
635	118.8526271
636	118.7598549
637	118.6800456
638	118.6112244
639	118.4960231
640	118.3785159
641	118.2876441
642	118.2360986
643	118.1658499
644	118.1064581
645	118.0193946
646	117.9409402
647	117.8709772
648	117.8199658
649	117.7167686
650	117.5938206
651	117.4610086
652	117.364673
653	117.2725253
654	117.2163942
655	117.1117702
656	117.0346977
657	116.9791504
658	116.9115205
659	116.7905635
660	116.6960638
661	116.6319761
662	116.5359013
663	116.4616536
664	116.3776708
665	116.2985719
666	116.1651579
667	116.0214692
668	115.9386738
669	115.8482401
670	115.723949
671	115.6043299
672	115.5417084
673	115.4181161
674	115.3109651
675	115.1699091
676	115.1074473
677	115.0597596
678	114.9548464
679	114.8867397
680	114.8091518
681	114.6902092
682	114.6224335
683	114.4917581
684	114.4477474
685	114.3734628
686	114.3009185
687	114.2132311
688	114.1181674
689	114.0727079
690	114.0247787
691	113.9474452
692	113.8868354
693	113.79995
694	113.7614677
695	113.6845069
696	113.6101753
697	113.4992916
698	113.3644382
699	113.3314439
700	113.2404206
701	113.1518532
702	113.027373
703	112.9250681
704	112.8282912
705	112.7617452
706	112.5973457
707	112.5059516
708	112.4204322
709	112.332196
710	112.2762373
711	112.1978714
712	112.1349075
713	112.0076496
714	111.9116876
715	111.8477897
716	111.7292745
717	111.623701
718	111.5401296
719	111.5020499
720	111.4497568
721	111.3688911
722	111.257325
723	111.2112694
724	111.1515811
725	111.0302655
726	110.9520951
727	110.8753602
728	110.7678727
729	110.7129421
730	110.6095503
731	110.5158775
732	110.4329874
733	110.3365747
734	110.2528136
735	110.1741704
736	110.0611552
737	110.0232
738	109.9680247
739	109.839645
740	109.6781779
741	109.5578066
742	109.4840447
743	109.3902949
744	109.3179099
745	109.2515756
746	109.1925828
747	109.0912567
748	109.0268898
749	108.9474791
750	108.8512329
751	108.7694614
752	108.6681556
753	108.6078214
754	108.5321662
755	108.4880823
756	108.4441569
757	108.3316009
758	108.2959758
759	108.236854
760	108.1410386
761	108.0779281
762	108.0068174
763	107.9280809
764	107.8960628
765	107.8358787
766	107.7604393
767	107.6685161
768	107.5901826
769	107.5428578
770	107.4933095
771	107.4497678
772	107.3938747
773	107.3169659
774	107.1660347
775	107.0928719
776	106.9996778
777	106.9149228
778	106.8580176
779	106.7894617
780	106.722616
781	106.661696
782	106.5260712
783	106.4431676
784	106.3225398
785	106.281604
786	106.1815603
787	106.1307186
788	106.0283746
789	105.9417199
790	105.8781635
791	105.77743
792	105.6594537
793	105.605542
794	105.5341633
795	105.4466398
796	105.3725095
797	105.2835524
798	105.2375127
799	105.1913788
800	105.0812433
801	104.9974827
802	104.9716095
803	104.8919183
804	104.819176
805	104.7619262
806	104.6855773
807	104.650199
808	104.5828881
809	104.4868474
810	104.4349679
811	104.3573548
812	104.3369228
813	104.2418126
814	104.1612597
815	104.1057764
816	104.0247103
817	103.9764299
818	103.911571
819	103.8321574
820	103.7838486
821	103.7014882
822	103.5587686
823	103.5114175
824	103.4531903
825	103.398156
826	103.3698588
827	103.3405842
828	103.2850296
829	103.1754222
830	103.1368143
831	103.0794937
832	102.9895613
833	102.9125867
834	102.871259
835	102.8136257
836	102.7114947
837	102.6574943
838	102.5603655
839	102.484956
840	102.4381659
841	102.3516171
842	102.2888771
843	102.2221715
844	102.152229
845	102.0911012
846	102.0141816
847	101.9591674
848	101.9250855
849	101.8852754
850	101.8040155
851	101.7372718
852	101.6879226
853	101.632448
854	101.5968647
855	101.5087577
856	101.427262
857	101.3834322
858	101.3396516
859	101.2752786
860	101.21733
861	101.1372659
862	101.0465475
863	100.9842273
864	100.9109585
865	100.865415
866	100.8158217
867	100.7292338
868	100.6337341
869	100.5932538
870	100.5624633
871	100.4971331
872	100.4131523
873	100.3647762
874	100.3157915
875	100.2397753
876	100.199171
877	100.1272668
878	100.0308976
879	99.95083161
880	99.87086686
881	99.83850486
882	99.73069114
883	99.69829603
884	99.63891505
885	99.55240109
886	99.51109015
887	99.42568709
888	99.35048035
889	99.30814804
890	99.23597042
891	99.1908686
892	99.13993723
893	99.05192723
894	98.98605632
895	98.95190276
896	98.91603873
897	98.85801791
898	98.74701304
899	98.67979506
900	98.6208155
901	98.58055509
902	98.52573394
903	98.42214398
904	98.38061493
905	98.29463341
906	98.25875502
907	98.21382722
908	98.15952005
909	98.04146226
910	97.95542607
911	97.87884895
912	97.80934755
913	97.70806827
914	97.66055662
915	97.62725936
916	97.558089
917	97.50346315
918	97.45642163
919	97.38752503
920	97.33453546
921	97.25273377
922	97.18984403
923	97.05027468
924	96.95415287
925	96.88665496
926	96.82602703
927	96.76373224
928	96.71861358
929	96.68219333
930	96.62371044
931	96.5547447
932	96.48250262
933	96.43148468
934	96.3859511
935	96.29288157
936	96.24570372
937	96.21139371
938	96.13943681
939	96.08246824
940	96.01810735
941	95.95892827
942	95.87724311
943	95.83425833
944	95.79103613
945	95.72082841
946	95.63822596
947	95.61580746
948	95.57974045
949	95.51128803
950	95.43773233
951	95.3750843
952	95.33930598
953	95.29083648
954	95.21947371
955	95.19091562
956	95.130484
957	95.07423514
958	95.0374912
959	94.9925798
960	94.94842566
961	94.91096201
962	94.86924708
963	94.8224661
964	94.74168732
965	94.6961208
966	94.63995502
967	94.52693691
968	94.47854181
969	94.37084841
970	94.26046047
971	94.18876108
972	94.13442744
973	94.04426847
974	93.99618213
975	93.94423107
976	93.89801642
977	93.82884898
978	93.78259204
979	93.71810599
980	93.64421822
981	93.56623394
982	93.52299702
983	93.44530307
984	93.38667477
985	93.33682999
986	93.29642394
987	93.24595445
988	93.21472038
989	93.14955038
990	93.13345607
991	93.09863642
992	93.04165554
993	92.98652974
994	92.93773221
995	92.83327995
996	92.78219389
997	92.69258733
998	92.63385752
999	92.58178075
